,0,1,2,3,4,5
0,31.627,50.723,39.01,62.477,53.748999999999995,73.943
1,104.52799999999999,106.693,94.311,120.259,79.373,105.277
2,94.854,15.955,91.37899999999999,82.12899999999999,87.15799999999999,66.432
3,63.828,74.488,49.955,101.986,88.26899999999999,92.542
4,5.796,8.253,14.334000000000001,89.583,72.22800000000001,47.565
5,90.84200000000001,103.573,94.574,83.406,104.852,92.665
6,24.866,59.871,41.696000000000005,27.641,6.727,10.808
7,43.06100000000001,66.32,43.485,50.47,45.625,66.328
8,12.125,13.91,34.232,26.325,19.924,18.893
9,82.21799999999999,59.181999999999995,15.647,95.492,93.77,95.333
10,63.09,64.014,12.65,100.95200000000001,96.531,92.65100000000001
11,86.346,84.898,88.117,87.516,74.786,79.631
12,103.639,103.949,108.65799999999999,91.037,84.50299999999999,98.37
13,105.819,87.21700000000001,77.24600000000001,48.71,110.385,107.234
14,45.477,75.222,57.928999999999995,77.27199999999999,98.948,84.059
15,104.616,107.339,106.545,117.125,120.934,97.405
16,117.05,109.975,109.666,123.928,102.37,97.42299999999999
17,101.53299999999999,84.09700000000001,29.619,110.738,122.367,104.92299999999999
18,10.864,46.193999999999996,4.812,33.114000000000004,24.629,24.467
19,97.241,105.436,83.70100000000001,120.006,104.17399999999999,101.999
20,51.625,67.846,51.265,46.54600000000001,34.586999999999996,44.23
21,98.479,96.281,96.45700000000001,89.89200000000001,82.39299999999999,64.589
22,94.993,102.25,79.429,98.93,93.705,104.25299999999999
23,5.619,30.249000000000002,30.497,33.857,52.163000000000004,62.948
24,98.229,105.37899999999999,94.256,63.562,91.088,79.649
25,53.45399999999999,55.101000000000006,20.583000000000002,91.521,72.202,67.50399999999999
26,109.757,105.37700000000001,99.145,90.01700000000001,101.603,98.191
27,44.903,66.22800000000001,42.441,65.988,75.577,60.693000000000005
28,90.876,96.03299999999999,102.744,102.48,97.132,96.76899999999999
29,106.834,97.75200000000001,54.059,66.71600000000001,112.705,94.87100000000001
30,100.295,100.406,90.084,84.135,91.146,99.999
31,77.161,89.73899999999999,96.35799999999999,120.742,94.04,87.26700000000001
32,22.045,38.234,90.49,66.24,66.764,49.085
33,99.104,102.024,99.87899999999999,50.357,83.083,74.023
34,99.87200000000001,101.954,33.348,115.766,43.327,59.395
35,112.03399999999999,105.323,97.134,67.142,51.346000000000004,83.53200000000001
36,5.37,8.625,3.405,17.305999999999997,31.739,16.685
37,74.52600000000001,58.021,13.635,117.01700000000001,105.689,110.177
38,78.225,34.8,82.154,33.802,8.764,12.944
39,41.69,102.37899999999999,18.867,102.37299999999999,75.693,92.353
40,79.32300000000001,99.171,80.146,102.428,99.839,97.458
41,70.544,83.70200000000001,66.949,71.315,48.376999999999995,55.46
42,93.89399999999999,96.656,76.268,34.602,93.2,89.23299999999999
43,112.45200000000001,105.92200000000001,41.285,107.051,94.37799999999999,80.138
44,92.774,89.915,66.854,85.277,104.64299999999999,90.691
45,2.6710000000000003,2.64,1.1420000000000001,19.885,27.428,23.441
46,49.883,43.06,28.671,83.426,78.375,58.205
47,6.367000000000001,14.679,2.7119999999999997,17.055,32.378,22.183000000000003
48,108.62299999999999,99.585,54.94,112.98100000000001,103.444,116.85700000000001
49,28.346,56.812,70.866,44.806999999999995,32.496,29.47
50,100.156,102.053,107.15299999999999,15.373,84.709,84.094
51,107.51899999999999,107.777,77.204,31.303,94.26,77.03399999999999
52,71.697,91.478,86.329,66.476,73.20100000000001,74.149
53,82.79,84.95,79.715,55.833999999999996,52.888999999999996,65.09100000000001
54,94.34700000000001,97.38,53.924,107.89,108.507,104.86200000000001
55,89.977,90.351,87.667,88.383,81.63,67.322
56,35.107,58.062,12.743,102.094,92.898,82.301
57,67.155,77.35600000000001,75.96,69.819,58.519,66.803
58,104.25399999999999,91.611,98.71600000000001,62.005,50.184,37.679
59,49.615,66.836,3.674,47.563,72.75399999999999,60.739
60,84.14399999999999,68.241,68.91,121.015,96.723,82.334
61,6.972,47.965,36.598,58.931000000000004,26.523000000000003,58.275
62,113.97399999999999,108.62799999999999,101.595,104.838,101.53299999999999,93.74799999999999
63,43.028,58.82,2.7560000000000002,83.236,83.156,58.333
64,122.96700000000001,88.28299999999999,99.145,37.719,24.144000000000002,13.925
65,18.502,33.184,2.786,37.19,20.468,18.63
66,77.354,82.546,77.936,60.21,93.811,84.04
67,102.979,107.476,52.342,102.072,101.145,95.34200000000001
68,19.219,35.465,12.615,82.37899999999999,39.076,50.591
69,83.384,96.22399999999999,97.775,35.972,65.779,55.345
70,9.795,20.352999999999998,25.978,38.52,88.29,74.082
71,113.646,104.999,105.348,108.95200000000001,112.06,102.115
72,80.017,72.582,68.854,115.616,101.344,73.36399999999999
73,39.431999999999995,61.015,21.645,121.038,102.52600000000001,102.162
74,46.286,53.188,41.294,106.39200000000001,84.819,78.426
75,84.148,79.711,59.516000000000005,105.03200000000001,80.101,64.303
76,58.953,71.223,39.027,99.693,83.354,74.046
77,53.622,59.458,14.261,79.182,93.149,81.22
78,97.35,102.81299999999999,52.12,90.0,106.609,110.09899999999999
79,38.718,35.801,51.427,42.681999999999995,43.692,30.941
80,67.67399999999999,62.263999999999996,26.488000000000003,66.042,81.92399999999999,72.8
81,23.44,35.414,16.512,40.571,26.44,10.610999999999999
82,2.702,3.4589999999999996,1.095,48.464,37.434,15.134
83,62.861000000000004,80.959,71.268,41.105,69.207,60.036
84,57.619,55.376999999999995,94.197,98.537,74.388,86.86399999999999
85,84.178,88.65799999999999,63.861000000000004,111.525,107.228,98.969
86,118.23,108.302,96.221,107.711,97.73200000000001,85.331
87,112.58200000000001,101.925,100.337,89.887,102.9,79.512
88,71.41,84.772,46.309,65.05199999999999,17.708,20.715
89,103.56,101.03,80.81,36.348,88.068,80.238
90,4.9910000000000005,7.394,8.182,5.242000000000001,5.22,5.579
91,106.036,106.368,98.53,109.943,91.962,72.03399999999999
92,72.689,73.286,78.321,107.036,88.52799999999999,89.977
93,12.573,22.528000000000002,6.587000000000001,11.918,14.321,3.9930000000000003
94,55.853,72.283,57.13,72.054,54.88,79.199
95,43.165,43.13,18.754,107.415,54.223,62.35
96,54.658,67.312,49.191,67.0,58.085,52.172
97,37.663000000000004,25.826999999999998,24.42,107.97,95.634,81.85300000000001
98,80.009,70.22800000000001,44.893,81.743,83.29899999999999,63.324
99,62.172,25.631,35.131,28.676,16.79,60.93
100,87.194,82.975,41.558,29.134,100.555,78.357
101,91.40100000000001,74.047,50.261,84.861,83.876,81.638
102,23.004,13.664000000000001,3.388,36.549,34.912,41.724
103,22.976,26.357,34.258,111.11200000000001,72.771,34.908
104,27.206,35.891,21.605,53.714,50.68899999999999,51.068999999999996
105,6.625,7.715,14.409,57.268,40.652,50.82899999999999
106,125.161,103.874,53.167,36.567,51.477,64.26100000000001
107,33.935,39.325,12.05,57.50899999999999,57.224,61.156000000000006
108,16.523,29.993000000000002,7.776,35.402,46.558,15.843
109,15.994000000000002,33.496,26.035,21.706,30.149,28.478
110,4.596,4.281000000000001,2.72,104.704,78.16,48.38
111,45.958,50.485,16.009,51.803999999999995,38.152,31.454
112,55.369,71.684,58.986999999999995,29.158,70.87899999999999,65.45
113,45.461999999999996,3.391,7.27,106.066,105.82600000000001,95.23
114,9.185,11.784,23.160999999999998,40.844,40.080999999999996,25.768
115,41.864,58.059,2.37,29.945,66.416,67.278
116,14.255,69.27199999999999,20.094,57.412,50.77,63.93600000000001
117,6.691,10.026,17.135,20.051,19.134,12.322000000000001
118,31.958000000000002,40.391999999999996,14.532,64.708,41.635,46.781000000000006
119,70.426,89.838,75.24600000000001,71.696,74.352,69.669
120,56.047,27.94,77.03399999999999,134.621,43.468,97.626
121,32.655,38.633,25.000999999999998,38.378,35.069,23.864
122,73.428,86.74600000000001,55.515,80.96300000000001,98.95299999999999,72.736
123,23.291,43.092,10.713,27.92,17.81,10.512
124,54.097,46.408,47.118,80.33800000000001,46.638999999999996,55.95
125,25.03,46.591,4.478,45.748000000000005,40.245,43.593
126,42.343999999999994,36.953,27.898000000000003,35.55,49.625,46.867
127,64.836,36.056,32.836,100.54799999999999,88.12,79.45
128,15.931,32.379,4.475,56.101000000000006,39.647,10.720999999999998
129,25.615,37.594,26.496,33.353,29.712,24.984
130,37.83,70.043,51.032,26.061999999999998,47.391999999999996,70.013
131,3.465,11.487,13.862,11.65,6.54,8.802999999999999
132,114.99700000000001,98.57600000000001,90.667,119.40799999999999,98.927,96.23200000000001
133,95.0,88.46,60.583999999999996,114.34299999999999,86.141,93.773
134,109.624,107.741,49.815,108.786,102.795,108.147
135,105.698,104.37200000000001,103.652,111.605,83.12899999999999,87.29
136,101.10700000000001,88.965,97.87799999999999,104.475,96.535,94.649
137,107.257,96.37,99.175,102.337,74.271,75.42399999999999
138,85.796,90.755,56.758,85.469,92.258,97.74700000000001
139,57.071999999999996,76.063,52.028999999999996,83.54299999999999,108.49799999999999,90.04799999999999
140,106.77600000000001,106.49799999999999,103.56299999999999,92.744,96.88,91.272
141,108.09,103.56299999999999,99.709,98.037,103.286,105.432
142,64.388,90.09700000000001,86.95299999999999,109.039,89.333,99.366
143,53.483000000000004,76.831,35.486,72.11399999999999,53.678000000000004,43.528
144,6.537999999999999,22.905,2.423,9.126,14.134,26.589000000000002
145,84.258,93.024,88.41799999999999,103.675,99.89299999999999,104.338
146,51.95,65.40100000000001,16.123,59.117,50.387,38.239000000000004
147,87.663,100.07799999999999,96.396,54.923,30.846999999999998,37.308
148,43.47,54.369,11.533,59.979,36.372,32.803000000000004
149,109.45700000000001,105.759,95.103,111.83,95.566,90.84899999999999
150,73.28699999999999,55.961000000000006,19.095,28.065,91.94200000000001,80.8
151,68.54899999999999,83.978,37.425,55.235,18.472,8.046
152,86.48899999999999,82.295,18.701,59.593999999999994,42.283,39.323
153,109.708,115.59,107.598,101.296,107.333,84.039
154,75.92699999999999,74.857,75.488,68.499,68.454,58.648999999999994
155,113.925,105.811,78.73100000000001,76.943,93.523,80.131
156,92.68299999999999,103.31299999999999,82.43299999999999,108.67299999999999,94.791,86.654
157,99.256,102.09200000000001,77.86399999999999,83.01100000000001,91.14299999999999,93.42399999999999
158,106.948,103.109,97.676,109.964,100.64299999999999,84.727
159,41.751000000000005,68.227,49.965,72.024,68.03699999999999,51.79
160,103.65700000000001,100.67,91.47200000000001,114.008,84.71700000000001,78.124
161,98.057,92.09200000000001,97.758,72.154,93.369,97.949
162,89.814,84.208,84.133,109.54799999999999,95.56200000000001,90.006
163,86.855,87.929,94.149,96.81700000000001,85.49799999999999,64.07300000000001
164,111.454,103.581,98.51899999999999,114.72,110.745,108.766
