,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
67,1.0,0.0,0.0,492.0,1.0,371.16337693,5.0,1.0,28.0,0.0,371.4,371.16337693,5.0,60.2,5.0
68,0.0,0.0,0.0,1270.0,1.0,551.24335859,5.0,2.0,42.0,0.0,551.6,551.24335859,5.0,84.7,4.3
69,0.0,0.0,0.0,548.0,1.0,504.09099,4.0,0.0,29.0,0.0,504.4,504.09099,6.0,43.7,4.0
70,0.0,0.0,0.0,986.0,1.0,556.21219821,8.0,2.0,41.0,0.0,556.6,556.21219821,8.0,104.0,4.8
71,0.0,0.0,0.0,531.0,1.0,383.13822481,6.0,0.0,29.0,0.0,383.4,383.13822481,5.0,74.4,3.1
72,0.0,0.0,0.0,714.0,1.0,395.13822481,6.0,1.0,30.0,0.0,395.4,395.13822481,3.0,98.1,2.8
73,0.0,0.0,0.0,951.0,1.0,539.21686906,8.0,2.0,40.0,0.0,539.6,539.21686906,8.0,117.0,4.0
74,0.0,0.0,0.0,795.0,1.0,535.21950965,9.0,2.0,39.0,0.0,535.6,535.21950965,7.0,79.4,5.2
75,0.0,0.0,0.0,1070.0,1.0,629.24497551,10.0,1.0,46.0,0.0,629.7,629.24497551,11.0,97.8,4.4
76,0.0,0.0,0.0,725.0,1.0,503.1528295,9.0,2.0,37.0,0.0,503.6,503.1528295,6.0,140.0,5.1
77,0.0,0.0,0.0,697.0,1.0,479.15690939,9.0,2.0,35.0,0.0,479.5,479.15690939,6.0,89.0,5.1
78,0.0,0.0,0.0,361.0,1.0,251.0753734,4.0,1.0,19.0,0.0,251.05,251.0753734,2.0,62.5,
79,0.0,0.0,0.0,700.0,1.0,474.1458683,6.0,2.0,34.0,0.0,474.9,474.1458683,7.0,95.4,5.1
80,1.0,0.0,0.0,236.0,1.0,199.12084341,4.0,1.0,14.0,0.0,199.25,199.12084341,3.0,49.8,-0.1
81,0.0,1.0,0.0,480.0,1.0,334.14297584,5.0,2.0,25.0,0.0,334.4,334.14297584,4.0,83.5,1.7
82,1.0,0.0,0.0,397.0,1.0,312.14739251,3.0,3.0,23.0,0.0,312.4,312.14739251,5.0,78.4,2.8
83,1.0,0.0,0.0,769.0,1.0,461.17329017,7.0,2.0,32.0,0.0,461.5,461.17329017,5.0,147.0,1.9
84,0.0,0.0,0.0,323.0,1.0,257.0607417,2.0,0.0,18.0,0.0,257.71,257.0607417,1.0,21.6,4.1
85,0.0,0.0,0.0,886.0,1.0,477.08825857,9.0,1.0,33.0,0.0,477.4,477.08825857,3.0,121.0,3.0
86,0.0,0.0,0.0,521.0,1.0,440.02956,7.0,3.0,27.0,0.0,441.2,440.02956,6.0,88.4,3.1
87,0.0,0.0,0.0,954.0,1.0,569.18452355,10.0,2.0,41.0,0.0,569.6,569.18452355,10.0,145.0,3.6
88,1.0,0.0,0.0,605.0,1.0,420.14315347,7.0,1.0,29.0,0.0,420.5,420.14315347,6.0,96.5,3.3
89,1.0,0.0,0.0,422.0,1.0,371.0746777,3.0,1.0,25.0,0.0,371.9,371.0746777,6.0,66.6,5.2
90,0.0,1.0,0.0,484.0,1.0,305.01580708,6.0,2.0,21.0,0.0,305.28,305.01580708,2.0,105.0,2.7
91,1.0,0.0,0.0,660.0,1.0,457.15724618,8.0,0.0,33.0,0.0,457.5,457.15724618,7.0,112.0,3.3
92,0.0,1.0,0.0,468.0,1.0,284.99073514,7.0,1.0,19.0,0.0,285.23,284.99073514,1.0,89.9,2.8
93,0.0,1.0,0.0,410.0,1.0,257.02589765,5.0,1.0,18.0,0.0,257.27,257.02589765,1.0,97.2,1.5
94,0.0,0.0,0.0,904.0,1.0,580.29440836,11.0,2.0,41.0,0.0,580.7,580.29440836,9.0,124.0,4.8
95,0.0,0.0,0.0,641.0,1.0,448.1102317,6.0,2.0,32.0,0.0,448.9,448.1102317,7.0,76.1,5.4
96,1.0,0.0,0.0,651.0,2.0,499.26823592,8.0,4.0,36.0,0.0,499.6,499.26823592,5.0,125.0,
97,4.0,0.0,0.0,896.0,1.0,561.33150489,5.0,3.0,41.0,0.0,561.7,561.33150489,9.0,111.0,3.1
98,0.0,0.0,0.0,394.0,1.0,337.1345754,2.0,2.0,24.0,0.0,337.8,337.1345754,3.0,40.7,4.3
99,0.0,0.0,0.0,554.0,1.0,381.19132301,5.0,4.0,28.0,0.0,381.4,381.19132301,5.0,111.0,0.5
100,0.0,0.0,0.0,479.0,1.0,381.0759302,4.0,4.0,25.0,0.0,382.2,381.0759302,4.0,98.9,2.6
101,0.0,0.0,0.0,850.0,1.0,506.1997154,7.0,2.0,36.0,0.0,507.0,506.1997154,7.0,73.4,4.5
102,2.0,0.0,0.0,743.0,1.0,477.20121899,7.0,3.0,35.0,0.0,477.5,477.20121899,10.0,139.0,3.1
103,0.0,0.0,0.0,585.0,1.0,422.26817635,5.0,4.0,31.0,0.0,422.6,422.26817635,9.0,86.3,4.0
104,1.0,0.0,0.0,688.0,1.0,463.12019196,7.0,0.0,33.0,0.0,463.5,463.12019196,8.0,131.0,4.7
105,1.0,0.0,0.0,463.0,1.0,391.1323641,8.0,3.0,27.0,0.0,391.8,391.1323641,7.0,101.0,3.7
106,0.0,0.0,0.0,669.0,1.0,452.25358892,7.0,1.0,33.0,0.0,452.5,452.25358892,6.0,83.1,3.2
107,0.0,0.0,0.0,845.0,1.0,451.20082507,5.0,2.0,34.0,0.0,451.5,451.20082507,5.0,97.6,4.2
108,1.0,0.0,0.0,503.0,1.0,354.14045087,7.0,3.0,26.0,0.0,354.4,354.14045087,5.0,89.4,4.4
109,0.0,0.0,0.0,693.0,1.0,507.23941602,9.0,4.0,37.0,0.0,507.6,507.23941602,13.0,128.0,3.0
110,1.0,0.0,0.0,397.0,1.0,348.1013983,8.0,3.0,24.0,0.0,348.76,348.1013983,5.0,104.0,2.4
111,2.0,0.0,0.0,698.0,1.0,462.23793885,8.0,1.0,34.0,0.0,462.5,462.23793885,4.0,92.7,2.8
112,0.0,0.0,0.0,490.0,1.0,343.16846231,3.0,2.0,26.0,0.0,343.4,343.16846231,4.0,82.0,2.6
113,2.0,0.0,0.0,622.0,1.0,463.25833995,6.0,3.0,34.0,0.0,463.6,463.25833995,8.0,91.5,3.9
114,1.0,0.0,0.0,580.0,1.0,428.1727518,6.0,4.0,30.0,0.0,428.9,428.1727518,6.0,120.0,1.7
115,0.0,0.0,0.0,556.0,1.0,371.14159611,6.0,1.0,26.0,0.0,371.5,371.14159611,5.0,98.2,2.2
116,1.0,0.0,0.0,838.0,1.0,408.17975527,7.0,2.0,30.0,0.0,408.4,408.17975527,5.0,94.5,2.0
117,1.0,0.0,0.0,778.0,1.0,478.057705,8.0,2.0,31.0,0.0,478.9,478.057705,5.0,112.0,2.7
118,1.0,0.0,0.0,495.0,1.0,362.12127521,5.0,4.0,25.0,0.0,362.4,362.12127521,4.0,125.0,2.3
119,2.0,0.0,0.0,659.0,1.0,465.2376045,9.0,1.0,34.0,0.0,465.5,465.2376045,5.0,93.1,2.6
120,0.0,0.0,0.0,596.0,1.0,461.02478,6.0,3.0,25.0,0.0,461.23,461.02478,6.0,90.9,2.2
121,0.0,0.0,0.0,550.0,1.0,397.16377085,6.0,3.0,29.0,0.0,397.4,397.16377085,8.0,104.0,2.2
122,6.0,0.0,0.0,636.0,1.0,349.24056462,2.0,1.0,26.0,0.0,349.5,349.24056462,1.0,33.1,4.6
123,4.0,0.0,0.0,330.0,1.0,258.09641957,7.0,5.0,18.0,0.0,258.23,258.09641957,3.0,157.0,-2.2
124,19.0,0.0,0.0,962.0,1.0,645.24801354,19.0,14.0,44.0,0.0,645.6,645.24801354,9.0,321.0,-8.5
125,0.0,0.0,0.0,620.0,1.0,415.082265,6.0,1.0,29.0,0.0,415.8,415.082265,7.0,94.8,4.2
126,0.0,0.0,0.0,139.0,1.0,151.063328534,2.0,2.0,11.0,0.0,151.16,151.063328534,1.0,49.3,0.5
127,1.0,0.0,0.0,148.0,1.0,163.03031433,4.0,3.0,10.0,0.0,163.2,163.03031433,3.0,67.4,0.4
128,0.0,0.0,0.0,308.0,1.0,225.08618924,5.0,3.0,16.0,0.0,225.2,225.08618924,4.0,115.0,-1.9
129,0.0,0.0,0.0,162.0,1.0,154.037842061,4.0,1.0,11.0,0.0,154.12,154.037842061,1.0,75.6,-1.0
130,0.0,0.0,0.0,311.0,1.0,233.05488911,6.0,3.0,17.0,0.0,233.18,233.05488911,3.0,121.0,0.3
131,0.0,4.0,0.0,539.0,1.0,326.1881947,3.0,1.0,24.0,0.0,326.4,326.1881947,6.0,46.5,6.1
132,13.0,0.0,0.0,1530.0,1.0,811.34152001,16.0,4.0,58.0,0.0,811.9,811.34152001,10.0,217.0,3.8
133,10.0,0.0,0.0,3030.0,1.0,1254.62847474,18.0,5.0,90.0,0.0,1255.4,1254.62847474,8.0,356.0,3.8
134,0.0,0.0,0.0,645.0,1.0,412.20384476,3.0,1.0,31.0,0.0,412.5,412.20384476,4.0,46.5,7.7
135,0.0,0.0,0.0,706.0,1.0,501.19885001,12.0,1.0,34.0,0.0,501.5,501.19885001,15.0,167.0,1.8
136,4.0,0.0,0.0,335.0,1.0,267.09675392,8.0,4.0,19.0,0.0,267.24,267.09675392,2.0,140.0,-1.1
137,1.0,1.0,0.0,702.0,1.0,485.1629955,8.0,2.0,34.0,0.0,485.9,485.1629955,8.0,88.6,3.6
138,0.0,0.0,0.0,280.0,1.0,243.12592879,2.0,1.0,18.0,0.0,243.3,243.12592879,4.0,38.3,2.7
139,0.0,0.0,0.0,570.0,1.0,436.04563,4.0,1.0,26.0,0.0,437.4,436.04563,4.0,74.9,3.8
140,0.0,0.0,0.0,499.0,1.0,378.25319499,5.0,1.0,28.0,0.0,378.5,378.25319499,7.0,58.4,4.4
141,0.0,0.0,0.0,448.0,1.0,339.17354769,3.0,1.0,26.0,0.0,339.4,339.17354769,3.0,51.8,4.0
142,3.0,0.0,0.0,591.0,1.0,406.15624312,6.0,2.0,28.0,0.0,406.5,406.15624312,9.0,129.0,2.1
143,1.0,0.0,0.0,353.0,1.0,281.08341253,5.0,2.0,19.0,0.0,281.33,281.08341253,5.0,103.0,1.4
144,1.0,0.0,0.0,227.0,1.0,239.15214354,4.0,4.0,17.0,0.0,239.31,239.15214354,5.0,72.7,0.3
145,0.0,0.0,0.0,257.0,1.0,249.01672576,8.0,6.0,14.0,0.0,249.1,249.01672576,5.0,161.0,-6.5
146,1.0,0.0,0.0,511.0,2.0,425.1829821,8.0,3.0,29.0,0.0,425.9,425.1829821,8.0,112.0,
147,0.0,0.0,0.0,282.0,1.0,251.11575803,4.0,3.0,18.0,0.0,251.28,251.11575803,6.0,78.8,1.8
148,0.0,0.0,0.0,836.0,1.0,518.115711,9.0,2.0,37.0,0.0,518.9,518.115711,6.0,106.0,5.0
149,8.0,1.0,0.0,836.0,3.0,1218.7978315,18.0,10.0,86.0,0.0,1219.6,1218.7978315,40.0,367.0,
150,0.0,0.0,0.0,190.0,1.0,136.038510766,3.0,2.0,10.0,0.0,136.11,136.038510766,0.0,70.1,-0.7
151,0.0,0.0,0.0,483.0,1.0,335.16674823,4.0,1.0,23.0,0.0,335.5,335.16674823,6.0,64.8,1.6
152,0.0,0.0,0.0,421.0,1.0,270.05282342,5.0,3.0,20.0,0.0,270.24,270.05282342,1.0,94.8,1.8
153,3.0,0.0,0.0,450.0,1.0,342.21547207,5.0,2.0,24.0,0.0,342.4,342.21547207,11.0,97.0,2.3
154,4.0,1.0,0.0,432.0,1.0,354.24062419,5.0,3.0,25.0,0.0,354.5,354.24062419,13.0,94.8,3.2
155,0.0,0.0,0.0,148.0,1.0,210.15929461,6.0,0.0,15.0,0.0,210.28,210.15929461,3.0,48.4,2.7
156,6.0,3.0,0.0,1230.0,2.0,652.3238922,10.0,5.0,45.0,0.0,653.2,652.3238922,8.0,170.0,
157,0.0,0.0,0.0,144.0,2.0,187.1127773,1.0,2.0,12.0,0.0,187.71,187.1127773,0.0,26.0,
158,5.0,0.0,0.0,710.0,1.0,474.2689642,9.0,7.0,33.0,0.0,474.5,474.2689642,14.0,208.0,-2.0
159,1.0,0.0,0.0,475.0,1.0,378.1579572,6.0,1.0,28.0,0.0,378.4,378.1579572,7.0,81.5,3.8
160,0.0,0.0,0.0,279.0,1.0,229.0478856,5.0,4.0,15.0,0.0,229.63,229.0478856,1.0,159.0,-0.7
161,0.0,0.0,0.0,83.1,1.0,131.09462866,3.0,2.0,9.0,0.0,131.17,131.09462866,5.0,63.3,-3.0
162,1.0,0.0,0.0,321.0,1.0,232.12117776,3.0,2.0,17.0,0.0,232.28,232.12117776,2.0,72.2,1.2
163,1.0,0.0,0.0,674.0,1.0,440.15566578,12.0,6.0,32.0,0.0,440.4,440.15566578,9.0,219.0,-2.0
164,0.0,0.0,0.0,547.0,2.0,681.00037,4.0,1.0,32.0,0.0,681.8,681.00037,11.0,42.7,
165,1.0,0.0,0.0,549.0,1.0,369.17222754,6.0,2.0,25.0,0.0,369.5,369.17222754,7.0,110.0,1.5
166,0.0,0.0,0.0,467.0,1.0,298.09535694,6.0,2.0,22.0,0.0,298.29,298.09535694,2.0,103.0,3.1
167,0.0,0.0,0.0,437.0,1.0,283.1320768,4.0,1.0,21.0,0.0,283.32,283.1320768,3.0,66.6,1.5
168,3.0,0.0,0.0,336.0,2.0,353.2485425,2.0,1.0,24.0,0.0,354.0,353.2485425,6.0,12.5,
169,0.0,0.0,0.0,424.0,1.0,313.0981898,3.0,1.0,22.0,0.0,313.8,313.0981898,1.0,36.9,2.6
170,4.0,0.0,0.0,596.0,2.0,387.08648615,7.0,3.0,26.0,0.0,387.4,387.08648615,4.0,161.0,
171,19.0,7.0,0.0,1670.0,1.0,923.48784989,18.0,12.0,65.0,0.0,924.1,923.48784989,3.0,320.0,0.0
172,3.0,0.0,0.0,745.0,1.0,505.22465703,8.0,3.0,35.0,0.0,505.6,505.22465703,12.0,140.0,2.9
173,0.0,0.0,0.0,678.0,1.0,447.13651073,7.0,1.0,32.0,0.0,447.5,447.13651073,3.0,108.0,3.5
174,11.0,0.0,0.0,638.0,1.0,457.15841069,12.0,7.0,32.0,0.0,457.4,457.15841069,7.0,202.0,-2.7
175,2.0,0.0,0.0,964.0,1.0,637.1674753,13.0,0.0,44.0,0.0,637.5,637.1674753,6.0,38.8,8.8
176,0.0,0.0,0.0,456.0,1.0,293.16404563,4.0,0.0,22.0,0.0,293.4,293.16404563,4.0,78.3,2.1
177,1.0,0.0,0.0,663.0,1.0,441.1147698,9.0,3.0,31.0,0.0,441.4,441.1147698,6.0,134.0,2.2
178,6.0,1.0,0.0,597.0,1.0,350.20932407,5.0,3.0,25.0,0.0,350.4,350.20932407,3.0,87.0,2.2
179,0.0,0.0,0.0,282.0,1.0,219.08954328,3.0,0.0,16.0,0.0,219.24,219.08954328,2.0,46.6,1.6
180,7.0,2.0,0.0,1150.0,1.0,634.2657087,9.0,2.0,44.0,0.0,635.1,634.2657087,5.0,136.0,3.1
181,5.0,0.0,0.0,849.0,1.0,548.27338087,9.0,3.0,39.0,0.0,548.6,548.27338087,12.0,157.0,5.3
182,0.0,0.0,0.0,701.0,2.0,493.17837555,8.0,3.0,35.0,0.0,493.6,493.17837555,6.0,153.0,
183,0.0,0.0,0.0,411.0,1.0,270.05282342,5.0,3.0,20.0,0.0,270.24,270.05282342,1.0,87.0,1.7
184,0.0,1.0,0.0,544.0,1.0,418.2117241,8.0,1.0,31.0,0.0,418.5,418.2117241,8.0,84.8,3.8
185,0.0,0.0,0.0,777.0,1.0,459.19065431,5.0,1.0,34.0,0.0,459.5,459.19065431,5.0,111.0,2.2
186,1.0,0.0,0.0,683.0,1.0,414.09192878,8.0,3.0,27.0,0.0,414.5,414.09192878,5.0,150.0,0.3
187,3.0,0.0,0.0,810.0,1.0,534.15018769,12.0,2.0,37.0,0.0,534.4,534.15018769,6.0,75.2,4.2
188,0.0,0.0,0.0,546.0,1.0,476.07693,5.0,1.0,29.0,0.0,477.4,476.07693,8.0,80.0,4.4
189,5.0,0.0,0.0,279.0,1.0,272.08960285,7.0,5.0,19.0,0.0,272.25,272.08960285,3.0,120.0,-0.7
190,0.0,0.0,0.0,187.0,1.0,155.09462866,3.0,0.0,11.0,0.0,155.19,155.09462866,2.0,29.5,0.3
191,4.0,0.0,0.0,887.0,1.0,508.24678946,8.0,5.0,35.0,0.0,508.6,508.24678946,9.0,189.0,1.3
192,0.0,0.0,0.0,559.0,1.0,447.1480325,4.0,1.0,30.0,0.0,448.4,447.1480325,7.0,44.8,4.6
193,8.0,0.0,0.0,429.0,1.0,298.17802394,5.0,0.0,21.0,0.0,298.37,298.17802394,1.0,46.2,3.1
194,7.0,0.0,0.0,452.0,1.0,282.14672381,5.0,0.0,20.0,0.0,282.33,282.14672381,0.0,54.0,2.8
195,8.0,0.0,0.0,415.0,1.0,284.16237387,5.0,1.0,20.0,0.0,284.35,284.16237387,0.0,57.2,2.5
196,8.0,0.0,0.0,623.0,1.0,384.17841786,8.0,1.0,27.0,0.0,384.4,384.17841786,5.0,101.0,2.5
197,0.0,0.0,0.0,183.0,1.0,196.07355887,4.0,0.0,14.0,0.0,196.2,196.07355887,4.0,44.8,1.3
198,2.0,0.0,0.0,363.0,1.0,285.0920418,2.0,0.0,20.0,0.0,285.8,285.0920418,0.0,12.5,3.8
199,12.0,0.0,0.0,930.0,1.0,488.35017465,5.0,4.0,35.0,0.0,488.7,488.35017465,2.0,98.0,5.7
200,2.0,0.0,0.0,380.0,1.0,294.12157169,6.0,3.0,21.0,0.0,294.3,294.12157169,8.0,119.0,-2.7
201,0.0,0.0,0.0,212.0,1.0,180.042258736,4.0,1.0,13.0,0.0,180.16,180.042258736,3.0,63.6,1.2
202,21.0,0.0,0.0,1460.0,1.0,784.46090687,14.0,9.0,55.0,0.0,785.0,784.46090687,7.0,228.0,1.3
203,4.0,0.0,0.0,1190.0,2.0,802.35712776,13.0,7.0,56.0,0.0,802.9,802.35712776,18.0,254.0,
204,4.0,0.0,0.0,817.0,3.0,1154.4529416,12.0,6.0,83.0,0.0,1155.3,1154.4529416,22.0,229.0,
205,3.0,0.0,0.0,353.0,1.0,289.1677936,4.0,1.0,21.0,0.0,289.4,289.1677936,5.0,49.8,1.8
206,5.0,0.0,0.0,532.0,3.0,678.132686,10.0,0.0,32.0,0.0,678.5,678.132686,12.0,115.0,
207,0.0,0.0,0.0,862.0,1.0,587.2211791,8.0,3.0,42.0,0.0,588.1,587.2211791,9.0,103.0,5.1
208,1.0,0.0,0.0,792.0,1.0,520.0595166,11.0,1.0,34.0,0.0,520.9,520.0595166,9.0,128.0,4.0
209,0.0,0.0,0.0,734.0,1.0,501.29128004,4.0,1.0,35.0,0.0,501.7,501.29128004,10.0,80.8,8.2
210,0.0,0.0,0.0,405.0,1.0,310.15689457,3.0,0.0,23.0,0.0,310.4,310.15689457,6.0,43.4,4.8
