,0,1,2,3,4,5
0,428.792,460.119,277.164,443.18300000000005,408.47900000000004,408.348
1,466.491,494.689,477.969,580.252,445.541,490.083
2,413.99699999999996,261.922,438.649,360.282,417.51,322.348
3,473.658,514.225,391.226,472.35699999999997,455.033,483.53
4,499.085,454.86199999999997,284.317,498.955,490.83,436.06699999999995
5,439.19199999999995,464.651,441.67699999999996,496.49,482.966,438.62199999999996
6,444.042,507.56699999999995,487.69699999999995,473.67699999999996,337.47,371.668
7,453.73900000000003,466.528,386.022,412.972,410.13699999999994,422.82800000000003
8,248.701,322.92900000000003,362.26099999999997,299.505,290.91700000000003,273.682
9,468.376,456.63599999999997,207.428,425.18800000000005,439.731,444.202
10,479.92,458.37199999999996,234.41,453.171,445.01199999999994,474.465
11,508.541,501.774,476.485,556.192,478.471,528.4780000000001
12,460.67699999999996,481.19800000000004,486.335,474.319,432.789,458.532
13,558.7909999999999,529.7959999999999,526.594,572.759,547.693,529.938
14,465.531,455.869,269.012,511.98900000000003,503.12300000000005,501.47900000000004
15,480.426,496.298,475.60699999999997,581.248,548.5319999999999,409.708
16,494.645,463.587,460.671,533.97,481.555,420.509
17,500.75199999999995,458.745,424.48900000000003,551.7869999999999,553.307,443.615
18,285.296,321.411,320.884,356.004,298.973,286.425
19,471.81300000000005,514.94,478.022,561.303,495.32800000000003,498.695
20,464.425,466.559,458.82300000000004,451.23800000000006,425.418,422.915
21,493.13800000000003,488.39,482.273,450.93,449.837,329.54400000000004
22,507.789,511.35699999999997,399.527,458.249,462.79900000000004,511.793
23,249.042,391.601,246.61700000000002,410.454,406.57,518.155
24,488.652,514.465,486.311,391.68300000000005,481.11800000000005,433.89599999999996
25,373.57599999999996,411.26199999999994,263.884,488.042,446.535,447.509
26,551.776,509.135,506.784,521.423,525.736,514.764
27,344.194,419.749,261.923,378.841,317.005,283.638
28,469.655,493.587,513.039,520.439,492.42800000000005,485.417
29,530.88,473.149,259.031,531.893,506.595,501.43199999999996
30,495.816,472.499,453.471,475.209,480.48900000000003,481.548
31,531.945,467.04400000000004,428.649,520.786,536.004,481.48
32,482.464,431.985,431.319,480.066,491.73900000000003,432.24199999999996
33,515.136,505.094,497.914,342.38,476.101,457.801
34,429.51099999999997,441.334,407.635,556.346,420.235,371.642
35,468.635,469.74699999999996,445.35699999999997,529.7719999999999,434.598,459.967
36,186.99900000000002,238.162,142.16,324.676,300.225,279.099
37,456.861,480.249,416.514,552.382,505.719,560.885
38,494.76,478.87800000000004,516.6469999999999,494.392,465.824,470.287
39,444.121,455.16,425.936,525.999,432.784,516.422
40,366.416,458.12199999999996,401.5,470.079,461.87699999999995,459.30699999999996
41,411.471,437.55699999999996,405.67800000000005,463.36300000000006,440.436,400.33
42,467.17699999999996,464.481,412.309,446.514,473.708,433.22
43,578.374,550.891,276.43,552.941,504.575,455.336
44,503.525,473.392,404.38800000000003,462.69800000000004,493.884,423.959
45,184.394,359.599,223.48,426.51300000000003,407.88300000000004,425.69300000000004
46,485.092,447.981,276.113,551.711,504.48400000000004,464.57800000000003
47,405.829,395.37199999999996,238.032,426.44800000000004,386.477,399.798
48,530.368,532.553,291.276,573.748,519.306,560.68
49,458.93,453.108,444.11400000000003,435.912,409.38199999999995,360.64300000000003
50,515.437,491.26300000000003,486.713,441.837,492.57199999999995,458.08099999999996
51,538.9590000000001,545.436,497.095,504.045,507.19699999999995,486.2
52,485.195,468.619,449.94800000000004,409.27099999999996,445.87300000000005,419.352
